Date,Time,Location,Airline/Op,Aboard,Fatalities,Summary
1975,11, Nevada,Air Taxi,2,2,Collided with trees while descending to land. Pilot fatigue.
1975,6, Bolivia,TAM (Bolivia),67,67,The aircraft took off reaching a altitude of only 300 feet which was insufficient to clear the terrain surrounding the airport. Cause not determined. Overloaded.
1975,9, Czechoslovakia,Inex Adria Aviopromet,120,75,The aircraft landed short and hit high ground during an ILS approach in fog.
1975,13,Gulf of Mexico,Petroleum Helicopter,9,9,The helicopter crashed after the main rotor failed. No occupants ever found.
1975,19, Pennsylvania,Quakertown Aviation - Air Taxi,4,4,"Collided with mountain at 1,500 ft. while attempting to land. Misjudged altitude and clearance."
1975,, Alaska,Willow Air Service - Air Taxi,3,3,Failed to maintain flying speed while in the initial climb. Stalled and crashed. Incorrect trim setting. Plane overloaded.
1975,,Near Sukhumi,Aeroflot,38,38,Crashed into high ground while descending.
1975,, Guatemala,Aviateca,22,15,Crashed into mountainous jungle in poor visibility and heavy rain.
1975,,Kharkov,Aeroflot,19,19,
1975,,Near Novgorod (Russia,Aeroflot,6,6,Crashed into a build in fog while attempting to land. Pilot descended below MDA
1975,, Bulgaria,Balkan Bulgarian Airlines,48,3,Crashed shortly after takeoff.
1975,18, Egypt,Military - Israel  Air Force,20,20,Crashed 15 ft. below the summit of cloud-obscured Jebel Hilal Mountain on the Israeli-occupied Sinai Peninsula.
1975,, England,Private,6,6,"Race car driver Graham Hill, 46, was killed when the plane he was piloting got lost in fog and crashed near Elstree Airport."
1975,9, Nevada,SceniAirline - Air Taxi,2,2,Crashed in snow and turbulence while descending to land. Descended below minima. Pilot didn't use available instrument approach chart.
1975,, Philippines,Philippine Aerotransport,9,9,
1975,14, Colorado,Star Aviation,9,9,Crashed into mountains. Continued VFR flight into adverse weather conditions.
1976,5, Saudi Arabia,Middle East Airlines,82,82,The aircraft broke-up at FL 370 and crashed in the desert. Detonation of an explosive device in the forward cargo compartment.
1976,, Russia,Aeroflot,61,61,The plane rolled to the left and crashed into houses after takeoff. Failure of both artificial horizons.
1976,17, Alaska,Winship Air,6,6,Crashed short of the runway in fog. The pilot descended below published minimums because of low fuel.  Inadequate preflight planning. Improper IFR operation.
1976,20, New Mexico,Orlando Airways - Air Taxi,4,4,Crashed in snow showers and low visibility.
1976,, Philippines,Philippine Aerotransport,7,7,
1976,, Colombia,Taxi Aereo el Venado,13,13,"Hit an 11,620 ft. mountain in poor weather."
1976,14, Idaho,Green Acres - Air Taxi,3,3,"Struck trees in mountainous area in rain and low visibility at 5,700 ft. north of proposed route.  Continued VFR flight into adverse weather."
1976,15, Bolivia,Frigorifico Maniqui,10,7,"The plane was forced to return to San Borja after the No.2 engine failed.  After crossing the runway the plane crashed into trees 1.2 miles past the end of the runway. Malfunction or failure of the No. 2 engine, landing gear malfunction and an improper landing procedure."
1976,7, Ecuador,TAME,42,34,The aircraft lost altitude and the right wing struck trees as the plane crashed in the Chillacocha mountain range at 9.000 ft. while en route.
1976,, China,CAAC,40,40,Crashed during the approach.
1976,, Brazil,Transbrasil,11,9,Crashed during takeoff.
1976,, Kyrgyzstan,Aeroflot,6,6,The crew was practicing dual engine failure with No. 3 and 4 engines shut down. The airplane lost control when the captain attempted a go-around and the No. 3 engine failed to relight. The propeller caused strong drag and the aircraft rolled and impacted the ground.
1976,5, Louisiana,Falcon Airways - Air Taxi,2,2,"After the plane took off, cargo shifted causing the plane to enter a layer of fog and crash into a swamp. Improperly loaded cargo."
1976,, Colombia,LAC Colombia,3,3,The cargo plane crashed into the ocean. Engine failure.
1976,, Spain,Military - U.S. Air Force,7,7,Crashed and burned while attempting to land.
1976,10, California,Mercer Airlines,6,3,"The aircraft took off from Burbank when a propeller blade separated, causing an engine failure. The aircraft circled back to the airport and attempted an emergency landing but upon touchdown the plane’s speed was too great. As a result, the landing was aborted and the flight crew opted to divert to nearby Van Nuys Airport. While en route, a second engine failed and the aircraft crashed onto the Woodley Golf Course one mile short of the runway at Van Nuys. The aircraft plowed into a small unoccupied building and came to rest against a portable bungalow."
1976,, Russia,Aeroflot,24,24,Crashed during takeoff.
1976,16, Virgin Islands,Antilles Air,11,5,Crashed into the water and sank while attempting and emergency forced. Unscheduled feathering of right prop for undetermined reasons. Engine failure for undetermined reasons.
1976,, Romania,Tarom,9,6,Crashed short of the runway.
1976,,Southeastern Bolivia,TAM (Bolivia),22,19,Crashed in the jungle while en route
1976,1, Russia,Aeroflot,120,120,"The aircraft plunged to earth from FL 260. Electrical power failure of compass, gyros and auto pilot."
1976,11, Alaska,Kodiak Western Alaska Airlines,4,4,Continued VFR flight in to adverse weather.
1976,2, California,Sky Haven - Air Taxi,2,2,The aircraft crashed into the PacifiOcean after an in-flight fire. Source of the fire undetermined.
1976,,Havana. Cuba,Cubana de Aviacion,5,5,During a training flight the aircraft collided with a DC-8 and crashed. The DC-8 landed safely.
1976,, Colombia,SATENA,16,5,Crashed into a lake while on approach.
1976,8, Alaska,Alaska Airlines,50,1,The plane overran the runway after landing at excessive speed. The captain's faulty judgement in initiating a go-around after he was committed to a full stop landing following an excessively long and fast touchdown from an unstabilized approach.
1976,7, Washington,North Sound Aviation,7,7,Crashed while attempting a go-around. Continued VFR flight into adverse weather. Spatial disorientation. Premature flap retraction.
1976,14, Colorado,Royal American - Air Taxi,2,2,Made a high speed vertical dive and crashed. Probable cause undetermined.
1976,, Argentina,Yacimientos Petroliferos Fiscales,34,34,Structural failure and in-flight separation of the right wing. Fatigue cracks attributed to stress due to design. These cracks became critical sooner than anticipated. The cracks remained undetected and became critical because the manufacturer's inspection program for the area was insufficiently.
1976,14, California,Chartair - Air Taxi,6,6,Flew into a thunderstorm and broke apart. Exceeded designed stress limits of aircraft.  VFR flight into adverse weather.
1976,8,Gulf of Mexico,Petroleum Helicopter,12,12,Fatigue fracture of tail boom fuselage attachment fitting. Pilot and 4 passengers not recovered.
1976,11, Alaska,Frontier Flying Service - Air Taxi,5,5,Crashed in show and low ceiling while en route. Whiteout. Initiated flight in adverse weather conditions.
1976,15, Virgin Islands,American Airlines,88,37,"After touching down 2,200 feet down the runway, a go-around procedure was initiated. When there was no acceleration felt, the throttles were closed again. After attaining a nose-up attitude of 11 degrees, the aircraft ran off the end of the runway and struck a localizer antenna. The wingtip then clipped a hillside, the aircraft hit an embankment, went airborne and contacted the ground bursting into flames. The captain's actions and his judgement in initiating a go-around manoeuver with insufficient runway remaining after a long touchdown."
1976,, Zambia,de Havilland Aircraft,11,11,"The airplane crashed 1,000 meters beyond the runway after taking off with a failure of the No. 2 engine."
1976,, Philippines,Philippine Aerotransport,10,4,
1976,16, Spain,Military - Imperial Iranian Air Force,17,17,The aircraft was struck by lightning while descending through FL100.  There was an explosion in the No. 1 fuel tank which caused the left wing to fail and the plane to crash. Ignition of fuel vapor in the No.1 tank in the vicinity of the motor drive fuel valve.
1976,,Chernigov,Aeroflot,52,52,Went into a spin and crashed.
1976,8, Alaska,Lab Flying Service - Air Taxi,6,6,Lost control of aircraft and crashed. Probable cause undetermined.
1976,, Philipines,Philippine Air Lines,87,14,The aircraft was destroyed after a hijacker set off grenades in the cabin. All three hijackers were killed.
1976,, Equatorial Guinea,Aeroflot,46,46,Crashed in mountainous terrain while en route.
1976,14, Guam,Air Manila,45,45,The No. 3 engine failed during the takeoff roll as the plane left Agana Naval Air Station. The aircraft began to rise but struck terrain and exploded in flames. The loss of climb capability after the crew retracted the flaps at too low an altitude to clear the rising terrain. The flaps were retracted after the No. 3 propeller feathered as the aircraft lifted off the runway. A driver in an automobile struck by the aircraft was killed.
1976,, Malaysia,Sabah Air,12,12,Stalled and crashed into the sea during the approach two miles from the airport.
1976,10, Colorado,Sky Chopper  - Air Taxi,2,2,Hit powerlines at 70 ft. AGL. Pilot failed to see and avoid obstructions.
1976,, Uganda,Air France,258,7,"The plane was hijacked ,in Athens, by Palestinian terrorists and flown to Entebbe Uganda. Seven passengers were killed during a commando raid by Israeli armed forces to free the hostages."
1976,, Burma,Military - Burma Air Force,17,17,Caught fire and exploded.
1976,9, Missouri,Reed Aviation - Air Taxi,5,5,Midair collision with another Piper PA-28 while climbing to cruise. Three killed on N7941C and two on the other aircraft. Pilots failed to see and avoid eachother.
1976,22, Kansas,Capitol Air Service - Air Taxi,3,2,"Collided with dirt bank after overrunning the runway while landing. Misjudged distance, speed and altitude. Failed to initiate a go-around."
1976,, Czechoslovakia,Ceskoslovenske Aerolinie,79,76,The No. 3 engine failed during the approach and the No. 4 engine was feathered by mistake. The No. 4 engine was restarted but  the aircraft lost control and crashed into Zlaté piesky lake after a decision to go-around was made.
1976,15, Vermont,Mamer - Shreck  - Air Taxi,4,3,Crashed in rain and low ceiling. Continued VFR flight into adverse weather.
1976,, Iran,Korean Airlines,5,5,Instead of turning on course the cargo plane continued straight and hit a mountain.
1976,,,Military - Spanish Air Force,33,11,Crashed 15 minutes after taking off.
1976,, Ecuador,SAETA,59,59,Crashed while en route.
1976,7, Utah,Green River Aviation - Air Taxi,3,3,"The pilot rotated the aircraft 5,000 ft. down the runway and crashed into rising terrain. Premature takeoff. Failed to abort takeoff."
1976,, Peru,Aeroperu,6,6,
1976,12,Greenland,Military - U.S. Air Force,27,23,"The aircraft made a hard landing causing the nose gear to collapse, the aircraft to drift off the runways and collide with obstructions. Failure of the engines, flight controls or flight instruments."
1976,12, England,Military - U.S. Air Force,18,18,"The aircraft suffered structural failure after flying into a severe thunderstorm. The starboard wing, horizontal stabilizer and vertical tail fin separated from the aircraft."
1976,, Vietnam,Air France,20,1,A hijacker set off two grenades and was killed.
1976,17, Alaska,Temsco Helicopter - Air Taxi,4,3,Crashed while climbing to cruise altitude. Failed to maintain adequate rotor speed.
1976,21,Lajes,Military - Venezuelan Air Force,68,68,Crashed into a hill one mile short of the runway in heavy rain and wind while attempting to land at Lajes Air Base. Members of the Venezuelan choir Orfeon Universitario killed. The aircraft was not properly aligned with the runway as it made its approach. Weather conditions associated with hurricane Emmy was the primary factor in the accident.
1976,,Timmins,Austin Airways,10,10,The float plane struck power lines and crashed while attempting to land.
1976,14, Russia,Aeroflot / Aeroflot,90,90,"Midair collision at FL187.  ATC error. Fifty-two deaths on the Antonov, 38 on the Yak. Violation of separation rules. Contributing causes were insufficient visual alertness on the part of both crews and a lack of situation analysis based on air/ground radio communications."
1976,10,Near Gaj,Inex Adria Aviopromet / British Airways,176,176,"Midair collision. ATC error, negligence in operations. Improper look-out duties on both aircraft. One hundred thirteen deaths on the DC-9 and 63 on the Trident. The entire shift of controllers were arrested. One was found guilty of criminal negligence and sentenced to seven years in jail but release after a little over two years."
1976,23, Turkey,Turkish Airlines (THY),154,154,The aircraft struck Mt. Karatepa during an approach to land. The crew attempted a landing at Isparta instead of Antalya.
1976,, Canada,Air West Airlines Ltd.,19,1,"While trying to make a turn in a narrow valley, the pilot sensed a stall, leveled the aircraft and crashed into a grove of trees."
1976,19, California,Loma Linda University - Air Taxi,4,4,Helicopter mediflight. Pilot failed to see and avoid power lines while flying through a pass.
1976,, Michigan,Military - U.S. Air Force,20,15,Flew into high terrain.
1976,, Kenya,Emirates Air Transport,4,4,Struck Mt. Kenya while descending to land. Descended prematurely.
1976,13, Barbados,Cubana de Aviacion,73,73,Ten minutes after taking off from Barbados the aircraft reported an explosion aboard. The plane was seen below the overcast trailing smoke. The aircraft crashed into the Caribbean sea. Detonation of an explosive device in the aft of the cabin which initiated an uncontrollable fire which led to the incapacitation of the crew.
1976,13, North Carolina,Aero National - Air Taxi,4,4,Crashed after flying into an area of thunderstorms. Continued flight into know areas of severe turbulence.
1976,1, India,Indian Airlines,95,95,"The aircraft crash landed in flames during an emergency landing. The right engine failed during takeoff. A fatigue crack in compressor led to engine destruction, severing of fuel lines and fire. The fire spread because the crew did not shut off the fuel supply."
1976,, Bolivia,Lloyd Aéreo Boliviano,3,3,"The aircraft failed to climb and crashed into trees, poles and houses at the end of the runway and came to rest in a soccer field 560 meters beyond the runway. The failure of the crew to select enough thrust to achieve the necessary acceleration. Crew fatigue."
1976,19, Virginia,Skyline Aviation - Air Taxi,4,4,Partial power loss of No. 1 engine on initial approach. Aircraft crashed in water. Failure of the No. 5 cylinder in the right engine. Body of co-pilot not recovered.
1976,7, Colombia,Taxi Aereo el Venado,32,32,The No. 1 engine failed and the plane crashed and burned when the left wing dropped and touched the runway.
1976,, Brazil,Nordeste Linhas Aéreas,6,2,
1976,, Indonesia,Bali International Air Service,38,29,"After overshooting the runway, a go-around was initiated but abrupt application of power made an engine autofeather after which the plane crashed."
1976,,AtlantiOcean,Inair Panama,2,2,Went missing between Curacao - Port-au-Prince.
1976,17, Ireland,Aeroleasing - Air Taxi,5,5,The aircraft could not maintain a positive rate of climb on takeoff and crashed.
1976,,Eastville,PacifiWestern Airlines,6,6,
1976,9, Greece,OlympiAirways,50,50,The airliner crashed into mountainous terrain after being diverted to Kozani due to poor weather at Larissa.
1976,19, Russia,Aeroflot,72,72,The plane crashed during takeoff in poor weather conditions.
1976,14, Arizona,Grand Canyon Air - Air Taxi,2,2,The aircraft crashed while on final approach. An unrestrained German Shepard interfered with flight controls.
1976,23, New Jersey,AtlantiCity Airlines,10,3,The plane crashed short of the runway in rain. Windshear. The aircraft's rate of descent and descent flight path angle increased as a result of windshear encountered during visual approach below minimum descent altitude. The flight crew did not recognize these flightpath deviations because they were relying on visual references which were degraded by non-homogeneous fog and on kinestheticues which were adversely affected by the aircraft's forward center of gravity resulting from the improperly loaded aircraft.
1976,, USSR,Aeroflot,55,48,The flight crashed in fog while making a landing attempt.
1976,3, Thailand,EgyptAir,53,53,The aircraft crashed into an industrial area during a landing attempt. Lack of altitude awareness and disorientation leading to an uncontrolled descent. Crew did not make use of navigational aids.
1976,,Wisconson,Valley Air Service - Air Taxi,6,6,Disappeared while en route. Crashed into water. Aircraft and those aboard never recovered.
1976,, Peru,Faucett,19,19,Crashed in the foothills of the Andes shortly after taking off from Trujillo.
1977,17, California,Jet Avia Charter,4,4,"The plane took off from Palm Springs Municipal Airport in light rain, bound for Las Vegas Nevada. The plane climbed to 9,000 feet but never changed its runway heading and flew directly into a mountain at an altitude of 9,700 feet. Flight crew's misinterpretation of an IFR clearance issued by the Palm Springs Departure Control and subsequent ATC instructions.  Natalie 'Dolly' Sinatra, 82, mother of entertainer Frank Sinatra and her traveling companion were killed."
1977,18,Near Alma Ata,Aeroflot,96,96,"The aircraft was preparing to land when it was informed by the tower that its left engine was on fire. Shortly thereafter, the plane exploded and crashed 2 miles short of the runway."
1977,6, Alaska,Japan Air Lines,5,5,The cargo plane crashed while attempting to take off. Alcoholiimpairment of captain. Flightcrew members did not prevent captain from attempting to fly. Blood alcohol of 0.21.
1977,,Terrace,Northern Thunderbird Air Ltd.,12,12,Crashed into Little Herman Mountain while on approach.
1977,, Sweden,Skyline Sweden,22,22,"The aircraft suddenly dove to the earth into an apartment parking lot from an altitude of 1,150 feet. Icing of the stabilizer leading to stabilizer stall. The No.2 and No.3 engines had been running with reduced power and the anti-icing system temperature was too low."
1977,,,North Canada Air,2,1,The cargo plane stalled nearly vertical and crashed. Shifting cargo.
1977,, Bolivia,Transportes Aéreos Itenez,6,6,
1977,, Slovakia,Ceskoslovenské Aerolinie,5,5,The cargo plane crashed short of the runway while attempting to land. Failure to follow the prescribed flight path and decision height in marginal weather.
1977,, Russia,Aeroflot,77,77,The plane crashed after an aborted landing.
1977,, Canada,Survair,10,4,Crashed in whiteout conditions.
1977,, Yemen,Alyemda,21,20,Crashed into the ocean.
1977,15, Italy,Military - Italian Air Force,44,44,The aircraft crashed into cloud obscured  Mt. Serra shortly after taking off from San Giusto Airport at Pisa. The plane was seen making a evasive maneuver before slamming into the mountain peak.
1977,3, Niger,Overseas National Airways,4,2,The cargo plane crashed short of the runway while attempting to land.
1977,10,Tezzeron Lake,Private,5,5,"The aircraft crashed at high speed, in a 45 degree attitude into Tezzeron Lake and sank. The pilot was not instrument rated and most likely lost control of the aircraft when he entered instrument flight conditions in a heavy snow shower. The aircraft entered a spiral dive from which the pilot was not able to recover."
1977,17, Canary Islands,Pan American World Airways / KLM,644,583,"Both aircraft were diverted to Tenerife because of a bombing at Las Palmas Airport. After an extended delay,  both planes were instructed to back track up the runway. The KLM plane reached its takeoff point while the Pan Am plane was still on the runway. The Pan Am plane continued up the runway missing the taxiway turnout. There was heavy fog on the runway. The KLM plane began its takeoff roll without permission with the Pan Am plane still on the runway. The KLM plane hit the Pan Am plane just as it was taking off. Both planes burst into flames.  KLM 234 + 14 crew,  Pan Am 326 + 9 crew killed. All aboard the KLM plane were killed. The Pan Am aircraft was named Clipper Victor. The KLM aircraft was named Rhine River."
1977,, Indonesia,Merpati Nusantara Airlines,23,15,"After spotting a mountain in front of him, the pilot applied full power and went into a steep climb. The plane stalled and crashed into trees."
1977,, Russia,Aeroflot,27,8,Crashed in fog.
1977,16, Georgia,Southern Airways,85,62,The aircraft sustained a broken windshield and loss of power to both engines after penetrating a thunderstorm and encountering hail. The plane crash landed on a highway and exploded in flames. Total and unique loss of thrust from both engines while the aircraft was penetrating an area of severe thunderstorms with heavy precipitation and hail. Contributing factor was the failure of the company's dispatcher to provide the flight crew with up-to-date severe weather information.
1977,, Colombia,Taxi Aereo el Venado,35,35,Crashed on the slopes of the Rio Guape mountains. Found 1 month later. Deviation from course.
1977,, Estonia,Military - Soviet Air Force,21,21,Crashed into a building while attempting to land in snow and poor visibility.
1977,, Guatemala,Aviateca,28,28,Failure of the No. 1 engine due to lack of oil. Mantenance error. Incorrectly connected high pressure oil hose.
1977,20, Jordan,Military - Israel Air Force,54,54,Crashed and exploded in the desert shortly after taking off . Crew error. Flight at an unsafe altitude into an area of unfamiliar terrain.
1977,8, Lebanon,LOT Polish Airlines,9,9,The cargo plane struck power lines and trees while attempting to land.
1977,9, Zambia,IAS Cargo,6,6,"The elevator assembly separated in mid-flight. The plane nose dived and crashed. The in-flight separation of the right hand horizontal stabilizer and elevator as a result of a combination of metal fatigue and inadequate failsafe design in the rear spar structure. Shortcomings in design assessment, certification and inspection procedures were contributory factors."
1977,17, New York,New  York Helicopter,25,4,"While passengers were loading aboard the helicopter on top of the Pan Am building, the landing  gear collapsed causing the helicopter to tip on its side.  Four people, waiting to board the craft  were killed by the rotating blades. One of the blades tore loose and struck a window breaking in two. One-half of the blade then sailed two blocks striking and killing a pedestrian. Fatigue failure of the upper right forward fitting of the right main landing gear tube assembly. The fatigue originated from a small surface pit of undetermined source."
1977,, Cuba,Aeroflot,70,68,Struck power lines and crashed while attempting to land.
1977,15, Louisiana,Intracostals - Air Taxi,3,3,The float plane making an approach over a canal for landing collided with a bridge in rain and hail. Continued VFR flight into adverse weather conditions.
1977,, Brazil,Military - Brazilian Air Force,18,18,
1977,, Uruguay,Fuerza Aérea Uruguaya,15,5,Crashed into trees while making an ILS approach.
1977,22,Off Wake Island,Military - U.S. Navy,16,16,Crashed into the PacifiOcean and exploded moments after taking off from Wake Island Air Base. The plane rose no higher than 400 ft. before crashing one mile from the end of the runway.
1977,23, Missouri,Fleming International Airways,3,3,"After taking off the cargo plane's No. 2 engine did not develop power, the plane rolled to the right and crashed. Attempted operation with known deficiencies in equipment. Failed to follow approved procedures. Inadequate maintenance and inspection."
1977,, Ukraine,Aeroflot,7,6,Crashed into the Black Sea shortly after taking off from Kirovograd.
1977,12, Angola,Military - Angolan Air Force,30,30,Shot down by rebels near the Namibia border as it took off.
1977,17, Ethiopia,Ethiopian Airlines,5,5,"The cargo plane crashed into a mountainside in poor weather, visibility and rain showers."
1977,18, Alaska,Harold's Air Service,4,1,Flew into terrain. Pilot in command misjudged speed and clearance.
1977,19, Chile,Military - Chilean Air Force,82,38,Crashed into a swamp and burst into flames as it attempted to land in heavy rain at night.
1977,8, Honduras,Military - Honduran Air Force,40,25,The left engine exploded in flight and the plane crashed into mountainous terrain. Plane was overloaded with passengers.
1977,9, Idaho,Gaige Aviation - Air Taxi,5,5,Flew into blind canyon and crashed. Stalled in canyon during go-around over mountain strip. Minimum flying experience.
1977,12, California,Private KNBC Los Angeles,2,2,"The helicopter, piloted by Francis Gary Powers, 48, crashed in Balboa Park on the way back from covering a news story on a brush fire in Santa Barbara. Francis Gary Powers was famous for piloting the U-2 spy plane in 1960 that was shot down by the Russians and caused a major political crisis for President Eisenhower.  Powers was a helicopter pilot and newscaster for KNBC in Los Angeles. Power's cameraman was also killed. The helicopter apparently ran out of fuel."
1977,, Argentina,LADE,6,6,Struck a mountain shortly after taking off from El Bolson.
1977,, New Mexico,Southwest Aviation - Air Taxi,4,4,Flew into thunderstorm and crashed.
1977,22, West Virginia,Rambar Aviation - Air Taxi,4,4,Experienced engine loss on final approach. Wrong engine feathered. Cashed. Inadequate maintenance and inspection. Engine fuel manifold valve defective.
1977,, Costa Rica,Monarch Aviation,3,3,"The cargo plane took off struck trees, crashed and burned."
1977,, Alaska,Kenai Air Service - Air Taxi,3,3,Crashed while en route. Equipped with emergency floats but aircraft and those aboard never recovered.
1977,5, Hawaii,Island Airways,2,2,"The cargo plane stalled, went into a spin and crashed short of the runway. Failure to maintain flying speed."
1977,0,Off Hong Kong,Transmeridian Air Cargo,4,4,"The No. 4 engine failed shortly after taking off. A fire developed and the plane crashed into the ocean. A loss of control following in-flight separation of the right-hand outboard wing section and the No.4 engine. These failures followed a No.4 engine failure, an internal engine fire and a fire in the aircraft fuel system eventually resulting in a massive external fire."
1977,9, Alaska,Wright Air Service - Air Taxi,3,3,Collided with a Cessna 185 while climbing to cruise. Failed to see and void other aircraft.
1977,, Ecuador,Servicios Aereos Nacionales Airways,33,33,Struck a mountain peak in the Cajas mountains  in poor weather . Flying VFR in IFR conditions.
1977,14, Alaska,Alaska Aeronautical Industries,13,13,"Crashed in level flight  into Mt. Iliamna glacier at 7,000 feet. Failure of the flight crew to use proper navigational procedures for the route being flown especially their failure to use the available backup means of navigation to verify the position and progress of the flight. Recovery of bodies or wreckage not possible."
1977,, Burma,Burma Airways,19,19,Crashed in the jungles of eastern Burma.
1977,0, Alaska,Safe Air Cargo,4,4,The cargo plane did not gain altitude after taking off and crashed into trees 2.5 miles from the runway. The aircraft was overloaded and lost an engine on takeoff.
1977,23, New Mexico,Military - U.S. Air Force,20,20,Crashed into a mountain peak in the Manzano range shortly after taking off and making a right bank. The aircraft was observed flying too low and did not heed the controller's warnings. Fatigue may have played a part in the accident.
1977,16, Romania,Malev Hungarian Airlines,53,29,Crashed short of the runway. The aircraft was being flown at reduced power and went unnoticed by the crew until it struck the ground in level flight..
1977,7, Colorado,Salida Flying Service - Air Taxi,6,6,"Crashed into a mountain while in climb to cruise. Midjudge distance, speed and altitude."
1977,,  Malaysia,Japan Air Lines,79,34,The aircraft struck a hill 4 miles short of the runway while on  a VOR approach during a thunderstorm. Crew error. Descended below MDA.
1977,14, Pennsylvania,Kenmore Air  - Air Taxi,7,7,Low flight through canyon approacing mountain pass. Unable to outclimb rising terrain. Plane exceed gross takeoff weight and aft center of gravity.
1977,19, Louisiana,Air Logistics,2,2,"Crashed in rain, fog and thunderstorm activity. Pilot flying low because of deteriorating weather."
1977,18, Mississippi,L & J Company,26,6,"The crew diverted to MComb because of low fuel. Both engines quit before the aircraft could land and a forced landing was attempted in a wooded area. The plane struck trees before it could make a forced landing in an open field. Lead singer Ronnie Van Zant, 29, guitarist Stevie Gaines, back up vocalist Cassie Gaines and assistant manager Dean Kilpatrick of the Lynyrd Skynyrd band killed.  Several other members of the band were seriously injured. Fuel exhaustion due to crew inattention of the fuel supply. Contributing factors were improper flight planning and a malfunction in the No.2 engine which caused a higher than normal fuel consumption."
1977,10, Philippines,Military - U.S. Marine Corps,37,24,"After lifting a water container the aircraft began rotating until control was lost and contact was made with the ground, shearing off the tail rotor and a large portion of the tail assembly. New engines were installed in the CH-53s to increase the power of the main rotor and on a whole to make the helicopter more powerful. However, it was soon evident that the tail rotor could not balance the increased power created by the main rotor. Under certain conditions the aircraft would become unstable and lose directional heading. Sikorsky warns of these conditions. To compensate for the mistake that had been made, Sikorsky designed and tested a bell crank system to stabilize the rear rotor. After seven years, this helicopter was still not retrofitted with the bell crank system. Gross weight of the container exceeded the lifting capacity of the helicopter. No restrains used by the passengers."
1977,, Yugoslavia,El Al,,1,Explosive decompression.
1977,, Mexico,Servicios Aereos Martinez Leon,13,13,"Exploded, crashed and burned on approach."
1977,21,Near Funchal,TAP (Air Portugal),164,131,"The aircraft landed 1,000 ft. past the aiming point of the runway in heavy rain, overran the runway and plunged off a cliff during a third landing attempt. Hydroplaning, due to poor drainage on the runway. Excessive speed during landing."
1977,4, Italy,Ethiopian Airlines,5,5,The cargo plane failed to gain altitude and crashed into trees.
1977,, Alaska,Munz Northern Airlines,2,2,Aircraft went missing. Never found.
1977,10, Argentina,Austral Lineas Aeras (Argentina),79,46,The flight crashed into high ground after a second landing attempt. Procedural error by the crew during the final approach in that they abandoned the ILS procedure. This was influenced by the interruption of the VOR signal.
1977,2, France,Military - French Air Force,34,34,Crashed into mountains north of the city in fog and adverse weather conditions.
1977,19, North Carolina,Resort Air Service - Air Taxi,2,2,Hit trees short of the runway while on final approach in rain and fog. Aircraft observed flying low 3 miles from airport.
1977,, Lebanon,Balkan Bulgarian Airlines,165,59,"After not being able to land at the scheduled airport due to fog, the crew could not find the alternate airport, ran out of fuel and crashed."
1977,20,Straits of Johore,Malaysia Airlines,100,100,"During a hijacking and while descending from 21,000 to 7,000 feet, both pilots were shot and the aircraft crashed into a swamp."
1977,12, Louisiana,Petroleum Helicopter,19,17,Collided with cable crane. Crane operator failed to park crane boom in stowed position.
1977,, USSR,Aeroflot,23,17,
1977,11, Canary Islands,Military - U.S. Navy,13,13,"Flew into a 4,200 ft. mountain at 1,200 ft."
1977,19, Indiana,"National Jet Services Inc.,  (Air Indiana)",29,29,"The plane crashed during takeoff in rain and fog. Killed, were the entire Evansville basketball team. The aileron on one wing and rudder remained locked upon takeoff, which made it extremely difficult to bank. An attempted takeoff with the rudder and right aileron control locks installed, in combination with a rearward center of gravity. Improperly loaded luggage which resulted in rearward center of gravity which resulted in the aircraft's rotating to a nose-high attitude immediately after takeoff and entering the region of reversed command from which the pilot was unable to recover."
1977,14, Indiana,Straley Flying Service - Air Taxi,2,2,Crashed while in holding pattern to land. Icing of vertical stabilizer. Aircraft not equipped to fly in icing conditions.
1977,, Portugal,SATA,57,36,Ditched into the ocean while on approach. Crew error. Sensory illusion.
1977,1, Utah,United Air Lines,3,3,"While in a holding pattern because of electrical problems the cargo plane cashed into 7,600 ft. mountain. The approach controller's issuance and the flight crew's acceptance of an incomplete and ambiguous holding clearance in combination with the flight crew's failure to adhere to prescribed impairment-of-communications procedures and prescribed holding procedures. The controller's and flight crew's actions are attributed to probable habits of imprecise communication and of imprecise adherence to procedures developed through years of exposure to operations in a radar environment. Contributing to the accident was the failure of the aircraft's No.1 electrical system for unknown reasons."
1977,7, Puerto Rico,Vieques Air Link,10,5,The plane made a forced landing in the ocean. Fuel exhaustion. Inadequate preflight planning. Mismanagement of fuel.
1977,, Canada,Kenn Borek Air,8,8,"The pilot lost control of the aircraft and crashed 2,200 ft. short of the runway in a 45 degree nose-down and right bank attitude while attempting to land. Unknown possible turbulence including windshear or mechanical failure of the flaps/ailerons."
1977,12, Texas,Aviation Charter - Air Taxi,2,2,Exceeded design stress limits of aircraft after experiencing airframe ice.
1977,,Willemstad,Valley Air Service,10,10,
1977,, Ecuador,Servicios Aereos Nacionales,24,24,Crashed into a hill while descending for a landing. Flying under VFR in IFR conditions.
1978,20,Off Bandra,Air India,213,213,"Following a right turn, after taking off, the plane rolled to the left beyond 90 degrees, went into a steep dive, crashed and exploded in shallow water. Irrational control wheel inputs on the part of the captain after his attitude director indicator malfunctioned leading to complete loss of situational awareness."
