Date,Time,US,Airline/Op,Aboard,Fatalities,Summary
1970,13,US,Military - U.S. Air Force,79,79,Accident
1970,14,US,Military - U.S. Air Force,44,42,Pilot Error
1970,,BD,Cargolux,4,4,Control
1970,,IN,Jamair,16,5,Control
1970,,RO,Tarom,27,18,Runway overshoot or undershoot
1970,,PK,Aeroflot,25,25,Landing
1970,14,US,Trans Caribbean Airways,55,2,Landing
1970,,PK,Pakistan International Airlines,35,7,Landing
1970,,DZ,Rousseau Aviaiton,31,31,Ditched in the ocean. Mayday received. No trace of the plane ever found.
1970,,US,Aeroflot,93,93,Accident
1971,,LY,United Arab Airlines,16,16,Runway overshoot or undershoot
1971,16,US,American Airlines / Private,21,2,Weather conditions
1971,15,CH,Balkan Bulgarian Airlines,47,45,Landing
1971,,FR,L'Armée de L'Air,21,21,Weather conditions
1971,07,PE,Fuerza Aérea del Peru,35,35,Engine Failure
1971,,US,Aeroflot,13,13,Accident
1971,,US,Korean Airlines,60,2,Terrorist Acts
1971,,US,Linea Aeropostal Venezolana,48,18,Accident
1971,,US,Aeroflot,7,7,Shot Down
1971,16,PR,Jamie Ramirez - Air Taxi,3,3,Engine Failure
1971,,EC,TAME,12,12,Cashed into a mountain 15 minutes after taking off in poor weather conditions.
1971,,IN,Jamair,15,15,Hit  a mountain after deviating from the prescribed course. Wreckage found 6 days later.
1971,06,US,Western Airlines,5,5,Control
1971,,UA,Aeroflot,64,64,Accident
1971,07,PH,Military - Philippine Air Force,40,39,Engine Failure
1971,09,US,Monument Valle - Air Taxi,2,2,Accident
1971,17,US,Costal Airway,8,8,Engine Failure
1971,17,US,New England Aviaiton,4,4,Engine Failure
1971,13,US,Apache Airlines - Air Taxi,12,12,Accident
1971,,GT,Aviateca,35,5,Accident
1971,19,US,Gay Airways - Air Taxi,4,2,Pilot Error
1971,20,US,Aviogenex (Yugoslavia),83,78,Control
1971,15,ZA,Military - South African Air Force,11,11,Accident
1971,11,US,Private,6,6,Weather conditions
1971,17,US,Hughes Airwest  / Military - US Marine Air Corps,51,50,Control
1971,08,US,Allegheny Airlines,31,28,Runway overshoot or undershoot
1971,13,US,Military - U.S. Air Force,24,24,Disappearances
1971,14,CL,SAVCO,6,6,"The aircraft struck Putre Mountain at an altitude of 18,000 feet.  Improper flight planning for IMC weather."
1971,18,US,Shelter Cove Sea Park,24,17,Pilot Error
1971,18,JP,Toa DomestiAirline (Japan),68,68,Weather conditions
1971,22,US,Anchorage Helicopter - Air Taxi,3,3,Pilot Error
1971,,ML,Air Ivoire,6,6,Weather conditions
1971,,PH,Pan American World Airways,4,4,Runway overshoot or undershoot
1971,,US,Aeroflot,126,97,Landing
1971,14,JP,All Nippon Airways /  Japanese Air Force,164,163,Pilot Error
1971,14,US,Pan American World Airways,218,0,Runway overshoot or undershoot
1971,15,FR,Military - French Air Force,39,37,Engine Failure
1971,,US,Aeroflot,100,100,A few seconds after taking off the airliner lost altitude and slammed into the tarmaexploding in flames.
1971,14,US,Trans Alaska Helicopter - Air Taxi,2,2,Accident
1971,09,US,Military - U.S. Army,37,37,Accident
1971,20,US,Downeast Airlines,8,3,Weather conditions
1971,,DK,Malev Hungarian Airlines,34,32,Runway overshoot or undershoot
1971,11,US,Alaska Airlines,111,111,Landing
1971,,DE,Pan International,121,22,Landing
1971,00,US,C and C Aviaiton - Air Taxi,5,5,Engine Failure
1971,,US,Yemen Airlines,5,5,Accident
1971,,US,Malev Hungarian Airlines,49,49,Weather conditions
1971,,BR,Cruzeiro,32,32,Engine Failure
1971,11,US,British European Airways,63,63,Accident
1971,,US,Aeroflot,20,20,Accident
1971,09,US,SceniAir Lines,10,10,Pilot Error
1971,13,US,Alpena Flying Service - Air Taxi,6,6,Landing
1971,,CO,Aerolineas TAO,22,20,Runway overshoot or undershoot
1971,11,US,Chicago Southern Airlines,16,16,Collided with wires/poles while attempting to land. Improper IFR operation. Descended below MDA.
1971,,US,Military - Vietnamese Air Force,31,31,Accident
1971,22,US,Monmouth Airways,8,4,Pilot Error
1971,05,IT,Military - Royal Air Force,52,52,Accident
1971,,PH,Merpati Nusantara Airlines,69,69,Accident
1971,,US,Aeroflot,47,47,Accident
1971,,US,China Airlines (Taiwan),25,25,Accident
1971,13,US,Military - U.S. Army,34,34,Accident
1971,,US,Aeroflot,57,57,Runway overshoot or undershoot
1971,13,US,Eastern Air Lines,29,2,Midair collision.  The DC-9 descended onto the Cessna. Two killed aboard the Cessna. The DC-9 landed with no one aboard injured. Inadequacy of ATC facilities and services in the terminal area.
1971,,SD,Sudan Airways,42,10,Landing
1971,07,IN,Indian Airlines,31,21,Strayed off course and flew into a mountain.
1971,,BG,Balkan Bulgarian Airlines,73,28,Accident
1971,12,US,Lineas Aereas Nacionales SA (Peru),92,91,Lightning
1972,,MX,SAESA,23,23,Fire
1972,22,ES,Iberia Airlines,104,104,Accident
1972,01,US,Kime Flying Service - Air Taxi,3,3,Engine Failure
1972,,TR,Turkish Airlines (THY),8,1,Weather conditions
1972,,CO,Lineas Aéreas la Urraca,20,20,Accident
1972,10,CO,SATENA,39,39,Weather conditions
1972,16,US,JAT Yugoslav Airlines,28,27,Terrorist Acts
1972,,ID,PENAS,9,6,Landing
1972,,US,Air America,38,1,Accident
1972,19,US,Clarkes Thunder - Air Taxi,2,2,Pilot Error
1972,,CO,TAC Colombia,19,19,Disappearances
1972,13,US,Royal Air Lao,23,23,Shot Down
1972,02,US,Hankins Airways - Air Taxi,2,2,Engine Failure
1972,,US,Military - U.S. Air Force,7,5,Pilot Error
1972,10,US,Sun Valley Airways - Air Taxi,4,4,Engine Failure
1972,07,US,Alii Air Hawaii - Air Taxi,8,8,Weather conditions
1972,20,US,Mohawk Airlines,48,16,Engine Failure
1972,,US,Military - U.S. Air Force,5,5,Accident
1972,22,AE,Sterling Airways,112,112,"The aircraft struck a mountain ridge during approach, 50 miles E of Dubai. Incorrect information from an outdated flight plan."
1972,,US,EgyptAir,22,22,Accident
1972,,US,Military - U.S. Air Force,14,14,Struck by a surface-to-air missile.
1972,,US,AVENSA,2,2,Accident
1972,21,BR,VASP,25,25,Weather conditions
1972,22,US,Aero Transporti Italiani,18,18,Control
1972,17,US,Helaire Helicopter,3,3,Accident
1972,09,ET,East African Airways,107,43,Runway overshoot or undershoot
1972,,PE,SATCO,6,6,Pilot Error
1972,12,US,Air America,10,4,Weather conditions
1972,,US,Military - U.S. Air Force,6,6,Shot Down
1972,,US,Aeroflot,18,18,Weather conditions
1972,22,US,Alitalia,115,115,Fire
1972,,US,Aerotechnia,7,7,Struck a mountain while en route.
1972,10,US,Military - U.S. Army,34,34,Control
1972,12,US,Ross Aviation - Air Taxi,9,9,Control
1972,,AO,DTA Angola Airlines,25,22,Landing
1972,,DE,General Air,13,8,Accident
1972,06,US,Petrolium Helicopter,11,11,Accident
1972,,BR,Amazonese Importacao e Exportacao,18,9,Engine Failure
1972,06,US,Delta Air Lines,4,4,Control
1972,11,US,Fairbanks Air - Air Taxi,2,2,Weather conditions
1972,09,US,Smyer Aircraft - Air Taxi,2,2,Engine Failure
1972,,MA,Military - U.S. Navy,14,14,Accident
1972,,US,Air America,32,32,Accident
1972,,CL,Aerolineas Flecha Austral,3,3,On approach the aircraft struck El Ovejero mountain.
1972,,US,Military - Vietnamese Air Force,47,47,Shot Down
1972,20,IN,Japan Air Lines,87,82,Runway overshoot or undershoot
1972,14,US,Cathay PacifiAirways,81,81,Terrorist Acts
1972,01,US,Air Central,5,5,Shot Down
1972,23,US,Military - U.S. Air Force,15,12,Landing
1972,,US,Aeroflot,122,122,Structural failure and separation of both wings due to a fatigue crack in the center wing section.
1972,16,US,British European Airways,118,118,Accident
1972,23,PR,Prinair,20,5,Control
1972,13,US,Seventy Airways - Air Taxi,3,3,Hti wires above creek while surveying flood damage.
1972,09,US,North Central Airlines / Air Wisconsin,13,13,Accident
1972,,US,Inter City Flug,8,7,Runway overshoot or undershoot
1972,07,US,Casino Air - Air Taxi,5,2,Weather conditions
1972,,US,PacifiSouthwest Airlines,86,3,Terrorist Acts
1972,,US,Aviaco,10,10,"The plane ditched into the sea, 14 miles from Gran Canana Island."
1972,,US,Military - U.S. Marine Corps,67,52,Shot Down
1972,16,NO,Military - Royal Norwegian Air Force,19,19,Pilot Error
1972,,GR,Charter,84,1,Runway overshoot or undershoot
1972,,CO,AVIANCA / AVIANCA,38,38,Midair collision. Seventeen aboard the HK-134 and twenty-one aboard the HK-107 killed.
1972,04,US,Military - U.S. Air Force,44,30,Fire
1972,,IN,Indian Airlines,18,18,Pilot Error
1972,17,US,Interflug,156,156,Control
1972,,MM,Burma Airways,31,26,Control
1972,,US,Lineas Areas Venezolanas,34,34,Engine Failure
1972,14,US,Military - Royal Australian Air Force,29,25,Control
1972,,US,Aeroflot,101,101,Fire
1972,,US,Ansett Airlines of Papua New Guinea,4,4,"While on a VFR flight, the aircraft, struck  Mt. Giluwe at  14,346 feet. Cause undetermined."
1972,17,US,Servicios Aereas Virgen de Copacabana,8,1,Engine Failure
1972,10,ET,Ethiopian Airlines,11,11,Accident
1972,12,NP,Military - Royal Nepalese Air Force,31,31,Accident
1972,,US,Private,1,0,Pilot Error
1972,,US,Air Vietnam (South Vietnam),13,10,Landing
1972,,ES,Spantax,6,1,Pilot Error
1972,,KH,Cambodia Air,9,9,Shot Down
1972,18,US,Aeroflot,109,109,Control
1972,18,US,Flamingo Airlines - Air Taxi,2,2,Weather conditions
1972,21,US,Aeroflot,174,174,Accident
1972,15,CL,Uruguayan Air Force - TAMU,45,29,Control
1972,09,US,Private,4,4,Disappearances
1972,c:09:00,GR,OlympiAirways,53,37,Runway overshoot or undershoot
1972,,VU,Air Melanesie,8,1,
1972,19,US,Air Inter,68,60,Landing
1972,,IT,Aero Transporti Italiani,27,27,Control
1972,18,US,Military - U.S. Army,22,22,Shot Down
1972,,BG,Balkan Bulgarian Airlines,35,35,Weather conditions
1972,23,US,Metro Air Systems,11,11,"Improperly loaded aircraft, weight and center of gravity."
1972,19,US,Japan Air Lines,76,62,Control
1972,20,US,Luthi Aviation - Air Taxi,2,2,Engine Failure
1972,06,US,Spantax,155,155,Control
1972,15,EG,EgyptAir,6,6,Engine Failure
1972,,US,Military - U.S. Air Force,12,12,Weather conditions
1972,,US,Superior Airways,3,3,Weather conditions
1972,,PK,Pakistan International Airlines,26,26,Accident
1972,14,US,United Air Lines,61,43,Pilot Error
1972,11,US,Zantop Airways,2,2,Accident
1972,18,US,Delta Air Lines/ North Central Airlines,133,10,Control
1972,,US,Military - U.S. Air Force,16,14,Shot Down
1972,,US,Air Guadeloupe,13,13,Accident
1972,,NO,Braathens,45,40,Pilot Error
1972,23,US,Eastern Air Lines,176,103,Landing
1972,19,PR,American Express Leasing,5,5,Engine Failure
1973,08,US,PacifiWestern Airlines,5,5,Control
1973,14,US,British European Airways,4,4,Pilot Error
1973,01,US,Aeroflot,44,44,Weather conditions
1973,09,NG,Alia Royal Jordanian Airlines,202,176,Landing
1973,13,US,Air Transit - Air Taxi,4,3,Weather conditions
1973,,HN,TAN,3,3,
1973,,CY,Air Sinai,37,37,Accident
1973,12,US,Harry Faulkner - Air Taxi,2,2,Weather conditions
1973,19,US,Red Carpet Flying Service - Air Taxi,4,4,Control
1973,10,US,Aeroflot,100,66,Landing
1973,09,US,Petrolium Helo Inc.,5,5,Accident
1973,,PA,Aerovias Urraca,28,22,Flew into Cerro Horqueta Mountain.
1973,14,EG,Libya Arab Airlines,113,110,Control
1973,19,US,Air Taxi,2,2,Weather conditions
1973,,US,Aeroflot,79,79,The aircraft entered a spin and dove into the ground.
1973,,KZ,Aeroflot,32,32,Accident
1973,,PL,Military - Polish Air Force,15,15,Accident
1973,23,PL,Military - Polish Air Force,18,18,Runway overshoot or undershoot
1973,,ID,Merpati Nusantara Airlines,13,13,Accident
1973,12,US,Balkan Bulgarian Airlines,25,25,Accident
1973,,PT,Aviaco,3,3,Accident
1973,13,FR,Lineas Aereas de Espana/Spantax SA Transportes,182,68,Midair collision. Convair crew improperly assessed collision-course situation. Contributing factor was poor quality of radio transmissions. All sixty-eight aboard the DC-9 were killed while the Convair landed safely.
1973,,US,Air America,4,4,
1973,,IN,Indian Airlines,3,3,Weather conditions
1973,14,US,Military - U.S. Navy,5,5,Accident
1973,,US,Air Vietnam (South Vietnam),62,62,Accident
1973,10,US,Invicta International Airlines (UK),145,108,Weather conditions
1973,15,US,Military - U.S. Navy / NASA,17,16,Control
1973,14,US,Military - U.S. Navy,16,15,Landing
1973,,AF,Bakhtar Afghan Airlines,19,4,Accident
1973,17,US,Air Iowa,6,6,A preexisting crack in the lower wing spar cause the wing to separate in flight. Inadequate inspection and maintenance of aircraft.
1973,,US,Aeroflot,61,61,
1973,18,US,Air Taxi,4,4,Weather conditions
1973,10,US,Winship Air Service - Air Taxi,5,2,Pilot Error
1973,,US,Aeroflot,100,100,Terrorist Acts
1973,,KH,Cambodia Air,11,11,Fire
1973,,CA,Air Gaspé,4,4,Accident
1973,21,IN,Indian Airlines,65,48,Landing
1973,,BR,Cruzeiro,23,23,Landing
1973,,FR,Aeroflot,6,6,Pilot Error
1973,,BR,Varig,4,2,Pilot Error
1973,,MX,Aeromexico,27,27,"The aircraft hit high ground during an approach, 32 kms from the airport."
1973,,JO,Aeroflot,84,5,Shot Down
1973,14,US,Varig,134,123,Fire
1973,22,US,Pan American World Airways,79,78,Accident
1973,16,US,Ozark Air Lines,44,38,Lightning
1973,07,US,Air Hawaii,5,5,Engine Failure
1973,10,US,Delta Air Lines,89,89,Accident
1973,20,US,Revilla Flying Service - Air Taxi,5,5,Accident
1973,11,ES,Aviaco,85,85,Landing
1973,14,HT,Private,10,10,Airframe failure in flight.
1973,,US,Aeroflot,64,56,Landing
1973,,CO,AVIANCA,17,16,Weather conditions
1973,12,CO,Aerovias Brasil,42,42,Weather conditions
1973,21,ES,Military - U.S. Air Force,25,24,Accident
1973,20,US,Trans World Airlines,149,1,Control
1973,22,US,Aegler Stuart Flying Service  / Private,5,4,Landing
1973,04,US,World Airways,6,6,Weather conditions
1973,15,US,Wicks Flying Service - Air Taxi,4,4,Collided with trees while en route. Cancelled IFR en route. Continued VFR flight into adverse weather conditions.
1973,,US,JAT Yugoslav Airlines,41,41,"The aircraft struck Moganik Mountain at 6,300 ft., while descending."
1973,22,US,Private Charter,6,6,Pilot Error
1973,02,US,Dunlap Aviation - Air Taxi,2,2,Weather conditions
1973,06,US,Lisa Jet Inc. - Air Taxi,3,3,Accident
1973,19,US,Texas International Airlines,11,11,Weather conditions
1973,,BR,Aeronorte,9,9,Engine Failure
1973,20,US,Aeroflot,108,108,Accident
1973,,US,Aeroflot,10,10,Struck high ground after going off course during a go-around.
1973,,US,Taxi Aéreo Cesar Aguiar,8,8,
1973,,MX,Avionas  Banamex,8,8,Accident
1973,20,US,Aeroflot,119,119,"After making a right turn, the aircraft plunged to earth from 1,500 ft.  Electrical failure of the compass and main gyro."
1973,,US,Military - U.S. Air Force,7,7,Accident
1973,,BR,VASP,65,8,Landing
1973,,US,CATA,4,4,Flew into Mt. Gimie while en route.
1973,06,US,Jack N. Boswick - Air Taxi,7,2,Landing
1973,,CO,Lineas Aéreas La Urraca,16,6,Engine Failure
1973,16,US,National Airlines,128,1,Engine Failure
1973,09,US,Pan American World Airways,3,3,Control
1973,,US,Air Vietnam (South Vietnam),27,27,Flew into a mountain while en route. Flying under VFR in IFR conditons.
1973,,US,Aeroflot,72,13,Landing
1973,22,US,Churchill Falls Co.,8,8,Pilot Error
1973,,US,Military - U.S. Navy,10,10,Struck a mountain 40 miles from Adak.
1973,,LT,Aeroflot,51,51,Accident
1973,13,IT,Pan American World Airways,177,30,Terrorist Acts
1973,19,US,Capitol Air Service - Air Taxi,2,2,Accident
1973,,PE,TAM (Bolivia),9,6,Accident
1973,,US,Military - Vietnamese Air Force,20,20,Ammunition exploded while the aircraft was on the ground.
1973,22,MA,Sobelair SA (Belgium),106,106,Pilot Error
1973,,US,Aeroflot,17,17,Engine Failure
1973,,ZA,Executive Funds,25,1,Engine Failure
1974,12,IT,Itavia,42,38,Runway overshoot or undershoot
1974,,US,Servicios Aéreos Boliviano,4,4,The cargo plane hit a mountain en route.
1974,18,US,Air East,17,12,Runway overshoot or undershoot
1974,,US,Aeroflot,24,24,
1974,16,CO,Military - Colombian Air Force,31,31,Fire
1974,,US,TAM (Bolivia),24,24,Accident
1974,18,CO,Cessnyca,14,14,Accident
1974,,US,Aeroflot,4,4,Runway overshoot or undershoot
1974,06,US,Inland Aviation - Air Taxi,2,2,Weather conditions
1974,07,TR,Turkish Airlines (THY),73,66,Accident
1974,13,US,Taos Airways - Air Taxi,3,3,Pilot Error
1974,07,US,Theif River Aviation - Air Taxi,4,4,Weather conditions
1974,23,AS,Pan American World Airways,101,96,Runway overshoot or undershoot
1974,21,US,Pan American World Airways,298,1,A 16 month old child was asphyxiated by a seat belt while unattended.
1974,17,US,Military - West German Air Force,40,35,Engine Failure
1974,19,US,North Cay Air - Air Taxi,2,2,Lost at sea. Never recovered.
1974,,US,Delta Air Lines,15,1,Shot Down
1974,,US,SAVCO,7,7,Control
1974,,US,Military - Imperial Iranian Air Force,10,10,
1974,11,FR,Turkish Airlines (THY),346,346,Control
1974,,US,Pathet Lao Airlines,18,18,Fifiteen journalists aboard for an Asian tour.
1974,21,US,Executive Air - Air Taxi,4,4,Pilot Error
1974,19,US,Sierra PacifiAirlines,36,36,Weather conditions
1974,08,US,Sterling Airways,96,15,Landing
1974,02,BW,Wenela Air Services,84,78,Engine Failure
1974,09,US,Island Air,11,11,Weather conditions
1974,15,US,Pan American World Airways,107,107,Accident
1974,,UZ,Aeroflot,115,1,Accident
1974,,US,Aeroflot,118,118,Engine Failure
1974,13,US,Houston Metro Airlines,12,6,Accident
1974,19,EC,Aero Taxis Equatorianos,24,22,Struck a mountain shortly after takeoff. Failure to climb to the minimum safety altitude. Overconfidence of the crew. Distraction by a tourist guide in the cockpit.
1974,22,DE,Fragtflug,3,3,Pilot Error
1974,16,US,Saturn Airways,3,3,Accident
1974,,US,Aeroflot,29,29,Accident
1974,,CA,Lambair,2,2,Engine Failure
1974,17,CO,Aerolineas TAO,44,44,Control
1974,,US,Cambodia Air,39,19,Mechanical Failure
1974,13,US,Alaska Helicopter - Air Taxi,5,5,Accident
1974,09,CO,Aeronorte Colombia,3,3,Accident
1974,,US,Air Amercia,5,5,The cargo plane was struck by a surface-to-air missile.
1974,,CA,Laurentian Air Services,11,5,Struck high ground while attempting to land at St. Honore.
1974,,US,Military - Canadian Air Force,9,9,"On a routine United Nations flight to Damascus, Syria, from Beirut, Lebanon, climbed eastward over the Lebanese highlands. Apparently painted by Syrian radar and subsequently as it neared the village of Diemas, the decision was made to launch several SAM missiles, one of which destroyed the aircraft."
1974,,US,Air  Mali,60,47,Accident
1974,14,CO,AVIANCA,27,27,Weather conditions
1974,18,US,MerriAviation - Air Taxi,4,4,"Tried to fly through an obscure mountain pass, tried to turn around and hit the ground."
1974,,US,Linea Aeropostal Venezolana,49,48,Accident
1974,,US,Military - U.S. Air Force,7,7,Navigational error. Crew started their descent prematurely and struck a mountain.
1974,,US,Military - Zairean Air Force,31,31,
1974,,ID,Garuda Indonesia Airlines,39,35,Landing
1974,09,US,Trans World Airlines,88,88,Control
1974,07,US,Eastern Air Lines,82,70,Runway overshoot or undershoot
1974,11,US,Air Vietnam (South Vietnam),75,75,Terrorist Acts
1974,03,US,Riverside Air,5,5,Pilot Error
1974,09,US,Frontier Flying Service - Air Taxi,2,2,Engine Failure
1974,21,US,Winship Air Service,6,6,Control
1974,19,US,North Cay Airways,2,2,Accident
1974,,US,Evergreen Helicopter - Air Taxi,3,3,Control
1974,,EG,EgyptAir,6,6,Control
1974,,US,Military - U.S. Air Force,6,6,Disappearances
1974,08,US,Webber Airlines -Air Taxi,8,5,Pilot Error
1974,01,PH,Mabuhay Airways,8,1,Control
1974,18,US,Deming Flying Service - Air Taxi,2,2,Pilot Error
1974,19,US,AltusFlying Service - Air Taxi,4,2,Pilot Error
1974,06,US,Henry Nichols - Air Taxi,3,2,Pilot Error
1974,23,US,Alaska International Air,4,4,"While en route, the cargo plane lost a wing and spiraled into the ground. Failure of the right wing in fight. Fatigue fracture. Inadequate maintenance and inspection."
1974,16,US,Hlavka Aviation - Air Taxi,2,2,Pilot Error
1974,02,US,Pan ArctiOil,34,32,Runway overshoot or undershoot
1974,,DK,,3,3,Ditched into the ocean.
1974,13,US,Southeast Sky - Air Taxi,4,4,Weather conditions
1974,,PH,Orient Air System and Integrated Services,8,1,Landing
1974,,ET,Ethiopian Airlines,24,2,Accident
1974,07,KE,Lufthansa,157,59,Accident
1974,,ES,Alpa Servicios Aéreos,4,4,Accident
1974,19,US,Northwest Orient Airlines,3,3,Control
1974,11,US,Trans World Airlines,92,92,Runway overshoot or undershoot
1974,22,LK,Martinair Holland NV,191,191,The aircraft impacted high ground during approach. The crew descended below a safe altitude due to a position error resulting from misinterpretation of Doppler and weather radar.
1974,,US,Kodiak Airways,5,5,Disappearances
1974,,US,Military - Vietnamese Air Force,54,54,Shot Down
1974,,UZ,Aeroflot,7,7,Runway overshoot or undershoot
1974,12,US,Aerovias Venezolanas SA (Venezuela),77,77,Engine Failure
1974,18,US,Harbor Airlines - Air Taxi,6,4,Pilot Error
1974,,US,Tarom,33,33,Accident
1975,,US,Aeroflot,61,61,Accident
1975,,US,Air America,9,9,Shot Down
1975,10,US,Richland Flying Service - Air Taxii,4,3,Accident
1975,,AR,Military - Argentine Navy,12,12,Flew into the side of a mountain in poor weather conditons.
1975,08,CO,SATENA,21,21,Weather conditions
1975,16,US,Golden West Airlines / Private,14,14,"Midair collision between a DHC-6 and a Cessna 150 at 2,200 feet while approaching Ontario Airport. Twelve aboard the Otter  and two aboard the Cessna killed. The failure of both flight crews to see the other aircraft in sufficient time to initiate evasive action. This was because of the position of the sun, the closure angle of the aircraft and the necessity of the Twin Otter's flight crew to acquire visual contact with radar reported traffidirectly ahead of them."
1975,17,US,Channel Flying Service - Air Taxi,5,5,Disappearances
1975,,US,Malev Hungarian Airlines,9,9,Runway overshoot or undershoot
1975,,US,Aeroflot,16,16,
1975,,TR,Turkish Airlines (THY),42,42,Weather conditions
1975,,DO,Linea Aérea Nacional,30,1,Accident
1975,,US,Kenai Air Service - Air Taxi,2,2,Weather conditions
1975,08,US,Horizon Properties,16,5,Runway overshoot or undershoot
1975,23,PH,Philippine Air Lines,33,32,Engine Failure
1975,,US,Military - Deutsche Luftwaffe,40,40,Weather conditions
1975,19,US,PacifiAlaska Airlines,3,3,Engine Failure
1975,22,CO,Aerocondor,5,5,Control
1975,,BR,VASP,15,15,Engine Failure
1975,16,US,Burlington Air - Air Taxi,4,2,Landing
1975,18,US,Air Vietnam (South Vietnam),26,26,Shot Down
1975,13,AR,Military - Argentine Air Force,55,55,The aircraft struck a mountain while preparing for an ILS approach in poor weather. Crew error. Crew descended below the minimum safe altitude before knowing their position.
1975,,SD,Sudan Airways,6,5,
1975,23,US,Military - U.S. Air Force,16,16,The aircraft struck a ridge of  Mt. Constance in OlympiNational Park. Faulty clearance by the ATC after misidentifying the C-141 as another aircraft.
1975,16,US,Military - U.S. Air Force,330,155,Control
1975,13,US,Skips Air Service - Air Taxi,3,3,Descended into obscured mountain slope. Continued VFR flight into adverse weather.
1975,23,US,Gay Airways - Air Taxi,4,2,Pilot Error
1975,,CO,SATENA,6,3,Accident
1975,,AU,Air Express,2,2,Engine Failure
1975,17,US,Foster Aviation,6,6,Pilot Error
1975,21,TH,Military - U.S. Air Force,23,23,Control
1975,,PH,Philippine Air Lines,64,1,Terrorist Acts
1975,,BR,Varig,15,1,Runway overshoot or undershoot
1975,16,US,Eastern Air Lines,124,113,Control
1975,22,US,Hamilton Aviation,2,2,Landing
1975,19,CO,Taxi Aereo El Venado,3,3,Accident
1975,,FR,Touraine Air Transport,8,8,Engine Failure
1975,,CL,Military - Chilian Air Force,10,10,
1975,,CO,Aerovias Condor,4,2,Runway overshoot or undershoot
1975,,US,Homer Air Service - Air Taxi,2,2,Diverted attention from aircraft. Misjudged altitude and clearance. Struck high obstruction.
1975,23,US,Oceanaire Helicopter - Air Taxi,4,4,Weather conditions
1975,,US,Aeroflot,41,41,The aircraft struck a mountain after an attempted go-around.
1975,20,US,Military - U.S. Air Force,6,6,Accident
1975,,US,Far Eastern Air Transport,76,28,Landing
1975,,US,Military - Chilian Air Force,10,10,
1975,04,MA,Alia Royal Jordanian Airlines,188,188,Engine Failure
1975,19,HN,Military - Nicaraguan Air Force,20,20,Accident
1975,16,US,Continental Airlines,131,0,Runway overshoot or undershoot
1975,,US,Aeroflot,28,28,Weather conditions
1975,01,US,Ceskoslovenske Aerolinie,128,126,Accident
1975,20,US,Portsmouth Aviation - Air Taxi,4,2,Engine Failure
1975,,SV,Military - Nicaraguan Air Force,20,20,Accident
1975,13,US,Wien Air Alaska,32,10,Landing
1975,,US,Interflug,34,26,Pilot Error
1975,,ET,Ethiopian Airlines,9,1,Control
1975,,ID,Garuda Indonesia Airlines,61,25,Landed short and struck trees while on approach in poor weather. VFR flight in weather conditions below minima.
1975,,LB,Malev Hungarian Airlines,60,60,Accident
1975,,CA,Northern Thunderbird Air,7,7,Flew into a mountain ridge.
1975,,CO,AVIANCA,4,4,Landing
1975,19,US,Connair,11,11,Landing
1975,11,US,Air Taxi,2,2,Pilot Error
1975,06,US,TAM (Bolivia),67,67,Weather conditions
1975,09,US,Inex Adria Aviopromet,120,75,Weather conditions
1975,13,US,Petroleum Helicopter,9,9,Accident
1975,19,US,Quakertown Aviation - Air Taxi,4,4,"Collided with mountain at 1,500 ft. while attempting to land. Misjudged altitude and clearance."
1975,,US,Willow Air Service - Air Taxi,3,3,Accident
1975,,US,Aeroflot,38,38,Accident
1975,,GT,Aviateca,22,15,Weather conditions
1975,,US,Aeroflot,19,19,
1975,,US,Aeroflot,6,6,Pilot Error
1975,,BG,Balkan Bulgarian Airlines,48,3,Accident
1975,18,EG,Military - Israel  Air Force,20,20,Accident
1975,,US,Private,6,6,Pilot Error
1975,09,US,SceniAirline - Air Taxi,2,2,Pilot Error
1975,,PH,Philippine Aerotransport,9,9,
1975,14,US,Star Aviation,9,9,Accident
1976,05,SA,Middle East Airlines,82,82,Accident
1976,,US,Aeroflot,61,61,Accident
1976,17,US,Winship Air,6,6,Pilot Error
1976,20,US,Orlando Airways - Air Taxi,4,4,Weather conditions
1976,,PH,Philippine Aerotransport,7,7,
1976,,CO,Taxi Aereo el Venado,13,13,"Hit an 11,620 ft. mountain in poor weather."
1976,14,US,Green Acres - Air Taxi,3,3,Weather conditions
1976,15,US,Frigorifico Maniqui,10,7,Landing
1976,07,EC,TAME,42,34,Accident
1976,,CN,CAAC,40,40,Accident
1976,,BR,Transbrasil,11,9,Accident
1976,,KG,Aeroflot,6,6,Control
1976,05,US,Falcon Airways - Air Taxi,2,2,Weather conditions
1976,,CO,LAC Colombia,3,3,Engine Failure
1976,,ES,Military - U.S. Air Force,7,7,Accident
1976,10,US,Mercer Airlines,6,3,Landing
1976,,US,Aeroflot,24,24,Accident
1976,16,US,Antilles Air,11,5,Engine Failure
1976,,RO,Tarom,9,6,Runway overshoot or undershoot
1976,,US,TAM (Bolivia),22,19,Accident
1976,01,US,Aeroflot,120,120,Pilot Error
1976,11,US,Kodiak Western Alaska Airlines,4,4,Continued VFR flight in to adverse weather.
1976,02,US,Sky Haven - Air Taxi,2,2,Fire
1976,,US,Cubana de Aviacion,5,5,Weather conditions
1976,,CO,SATENA,16,5,Accident
1976,08,US,Alaska Airlines,50,1,Landing
1976,07,US,North Sound Aviation,7,7,Accident
1976,14,US,Royal American - Air Taxi,2,2,Accident
